Glottocode,Family_GLOT_Lv1,Genus,Area_GLOT,Longitude,Latitude,Classifiers,Gender,NounClass,Source
saot1239,indo1319,NA,Africa,6.61935,0.28332,FALSE,FALSE,FALSE,"Ferraz 1978, Hagemeijer 2013"
sapo1253,aust1307,Oceanic,Papunesia,154.732,-5.64103,FALSE,FALSE,TRUE,Ross 2002
sapu1248,aust1305,Bahnaric,Eurasia,106.843,15.3692,TRUE,FALSE,FALSE,Jacq and Sidwell 1999
sara1321,cent2225,NA,Africa,19.2566,9.39388,FALSE,FALSE,FALSE,"Keegan and Koutou 2015, Keegan and Koutou 2014"
sara1326,aust1307,Bilic,Papunesia,125.354,6.03691,FALSE,FALSE,FALSE,McLachlin and Blackburn 1971
sara1327,aust1307,NA,Papunesia,125.499,5.84903,FALSE,FALSE,FALSE,DuBois 1976
sara1340,indo1319,Creoles and Pidgins,South America,-54.0238,4.54729,FALSE,FALSE,FALSE,"Aboh, Smith and Veenstra 2013, Glock and Rountree 1982, McWhorter and Good 2012, Rountree 1992"
sari1246,indo1319,NA,Eurasia,75.1449,37.905,TRUE,FALSE,FALSE,Kim 2017
sars1236,atha1245,Athapaskan,North America,-114.301,50.8822,TRUE,FALSE,FALSE,"Cook 1984, N/A 1996"
sart1249,sino1245,NA,Eurasia,92.409383,27.375914,FALSE,FALSE,FALSE,Dondrup 2004
sasa1249,aust1307,NA,Papunesia,116.284,-8.58349,FALSE,FALSE,FALSE,Austin (ed.) 1998
sata1237,aust1307,NA,Papunesia,147.038,7.36084,TRUE,FALSE,FALSE,Roddy 2007
sauk1252,nucl1709,NA,Papunesia,146.759,-6.31958,FALSE,FALSE,FALSE,Pennington 2016
saur1248,indo1319,NA,Eurasia,77.9427,9.99172,FALSE,FALSE,FALSE,"Joshi 1964, Ramasubramanian 1969, Učida 1991"
saur1249,drav1251,NA,Eurasia,87.6432,24.8124,TRUE,TRUE,FALSE,"Andronov 2008, Das 1973, Droese 1884, Puttaswamy 2009"
saur1252,indo1319,NA,Eurasia,77.56,27.46,FALSE,FALSE,FALSE,Bossche 1999
sawi1256,timo1261,Kolana-Tanglapui,Papunesia,125.078,-8.29105,FALSE,FALSE,FALSE,Kratochvíl 2014
saya1246,afro1255,NA,Africa,9.71748,9.69441,FALSE,FALSE,FALSE,"Caron 2001, Caron 2011, Caron 2005"
sayu1241,mixe1284,Mixe-Zoque,North America,-94.9531,17.8606,FALSE,FALSE,FALSE,"Clark 1961, Clark 1962"
scan1238,indo1319,NA,Eurasia,13.04,55.52,FALSE,TRUE,FALSE,Prince 1924
scot1243,indo1319,NA,Eurasia,-3.710133,55.886945,FALSE,FALSE,FALSE,"Bergs 2005, King 1997, Jones 1997, Melchers 2004, Beal 1997, Moessner 1997, Montgomery 2006, Murray 1873, Millar 2007, Grant and Dixon 1921"
scot1245,indo1319,Celtic,Eurasia,-5.24366,56.7574,TRUE,TRUE,FALSE,"Borgstrøm 1937, Calder 1923, Forbes 1848, Gillies 1993, Stewart 1886, Shaw 1778, Lamb 2001, Lamb 2008, Lamb 2002"
seba1251,afro1255,Semitic,Africa,37.9891,8.11879,FALSE,TRUE,FALSE,"Assefa 2018, Ford 1986, Leslau 1992, Menuta 2002, Meyer 2019, Rose 2006, Völlmin 2017"
sech1246,sali1255,NA,North America,-123.765,49.4757,FALSE,TRUE,FALSE,Beaumont 1985
seda1262,aust1305,Bahnaric,Eurasia,108.027,14.7793,TRUE,FALSE,FALSE,"Smith 1979, Smith 1967, Smith 1975"
seim1238,aust1307,NA,Papunesia,144.25,-1.2666667,TRUE,FALSE,FALSE,Wozna and Wilson 2005
seke1240,sino1245,Bodic,Eurasia,83.8064,28.9251,FALSE,FALSE,FALSE,Honda 2003
seke1241,aust1307,NA,Papunesia,168.197,-15.8839,TRUE,FALSE,FALSE,Johnson 2014
sekp1241,atla1278,NA,Africa,0.5886,7.16751,FALSE,FALSE,TRUE,"Delalorm 2016, Delalorm 2008"
sela1259,aust1307,Central Malayo-Polynesian,Papunesia,130.961,-8.18376,FALSE,FALSE,FALSE,Coward 1990
sela1260,aust1307,South Sulawesi,Papunesia,120.496,-6.10145,FALSE,FALSE,FALSE,Basri 1999
sele1249,atla1278,NA,Africa,0.42458,7.17462,FALSE,FALSE,TRUE,"Harflett and Tate 1999, Agbetsoamedo 2014"
sele1250,nucl1709,Finisterre-Huon,Papunesia,147.234,-6.03532,FALSE,FALSE,FALSE,"McElhanon 1972, McElhanon 1970"
selk1253,ural1272,Samoyedic,Eurasia,82.3004,59.9409,FALSE,FALSE,FALSE,"Helimski 1998, McNaughton 1976"
sema1265,aust1305,NA,Eurasia,102.816,4.1217,FALSE,FALSE,FALSE,Kruspe 2015
sema1266,aust1305,Aslian,Eurasia,101.477,4.13257,FALSE,FALSE,FALSE,Dentan 2003
seme1247,aust1305,Aslian,Eurasia,102.806,2.82799,TRUE,FALSE,FALSE,"Kruspe 2004, Kruspe 1999"
semn1249,indo1319,NA,Eurasia,53.2868,35.5295,FALSE,TRUE,FALSE,Morgenstierne 1958
sena1268,afro1255,NA,Eurasia,51.4363,35.7776,FALSE,TRUE,FALSE,Panoussi 1990
sene1264,iroq1247,Northern Iroquoian,North America,-77.53,42.56,FALSE,TRUE,FALSE,"Chafe 1967, Chafe 1963, Holmer 1954, Chafe 2015, Chafe 1960, 1960, 1960, 1960, 1961, 1961, 1961, 1961"
sent1260,sino1245,NA,Eurasia,93.8087,21.8936,FALSE,FALSE,FALSE,Par 2016
sera1259,indo1319,NA,Eurasia,71.906,29.5534,FALSE,TRUE,FALSE,"Shackle 1976, Shackle 1972, O'Brien and Wilson 1903, O'Brien and Kaul 1881, Burton 1849, Wagha 1998, Wilson 1899"
sere1260,atla1278,NA,Africa,-16.3916,13.8941,TRUE,FALSE,TRUE,McLaughlin 1992
sero1239,tuuu1241,NA,Africa,22.0021,-33.0386,FALSE,FALSE,FALSE,Wuras 1919-1920
serr1255,utoa1244,Takic,North America,-116.772,33.9479,TRUE,FALSE,FALSE,"Anderton 1988, Hill 1967"
seru1245,aust1307,NA,Papunesia,130.017294,-6.31107,FALSE,FALSE,FALSE,Chlenov and Chlenova 2000
seru1246,aust1307,NA,Papunesia,117.279,4.39954,FALSE,FALSE,FALSE,Townsend 2017
sese1246,indo1319,Creoles and Pidgins,Africa,55.4503,-4.62314,FALSE,FALSE,FALSE,"Corne 1977, Green 1988, Michaelis and Rosalie 2013"
seve1240,algi1248,Algonquian,North America,-89.9331,53.9092,FALSE,FALSE,FALSE,Todd 1970
sgaw1245,sino1245,Karen,Eurasia,97.7126,17.9872,TRUE,FALSE,FALSE,"Gilmore 1898, Jones 1961, Fischer 2013, Wade 1897"
shah1254,indo1319,Iranian,Eurasia,50.2074,36.7581,TRUE,FALSE,FALSE,Yarshater 1959
sham1280,atla1278,Bantoid,Africa,38.29,-4.8,FALSE,FALSE,TRUE,"Besha 1989, Riedel 2009, Steere 1867"
shan1277,taik1256,Kam-Tai,Eurasia,98.0342,21.5995,TRUE,FALSE,FALSE,"Lengtai 2009, Cushing 1906, Pham 2006"
shat1244,daju1249,Daju,Africa,29.7687,10.8525,FALSE,FALSE,FALSE,"Alfira, Kafi, Kaki, Hasan, Anjo, Jas and Sarukh 2014, Alfira, Kafi, Kaki, Hasan, Anjo, Jas and Sarukh 2016"
shaw1249,algi1248,Algonquian,North America,-83,40,FALSE,FALSE,FALSE,"Andrews 1994, Boling 1981"
shee1238,hmon1336,NA,Eurasia,114.814,23.0399,TRUE,FALSE,FALSE,Nakanishi 2003
sheh1240,afro1255,Semitic,Eurasia,53.99526,17.29154,FALSE,TRUE,FALSE,"Rubin 2014, Hofstede 1998"
shek1243,indo1319,Indic,Eurasia,75.407,27.34,FALSE,TRUE,FALSE,Gusain 2001
shek1245,dizo1235,NA,Africa,35.2826,7.05022,FALSE,TRUE,FALSE,Hellenthal 2010
sher1255,sino1245,Bodic,Eurasia,86.9994,27.674,FALSE,FALSE,FALSE,"Kelly 2004, Greninger 2009, Baskaran 2009, Graves 2007"
sher1257,sino1245,Western Arunachal,Eurasia,92.5799,27.0035,FALSE,FALSE,FALSE,Dondrup 1988
sher1258,atla1278,NA,Africa,-12.7405,7.77585,FALSE,FALSE,TRUE,"Nyländer 1814, Rogers 1967, Sumner 1921"
shih1239,afro1255,NA,Eurasia,56.1711,25.939,FALSE,TRUE,FALSE,Bernabela 2011
shii1238,atla1278,NA,Africa,28.6122,-2.55777,FALSE,FALSE,TRUE,Polak-Bynon 1975
shil1265,nilo1247,Nilotic,Africa,31.7926,9.85472,FALSE,FALSE,FALSE,"Kohnen 1933, Westermann 1911, Westermann 1912"
shin1264,indo1319,Indic,Eurasia,75.287,34.6515,FALSE,TRUE,FALSE,"Wilson 1899, Rajapurohit 2012, Schmidt and Kaul 2010"
ship1254,pano1259,Panoan,South America,-74.8219,-7.17105,FALSE,FALSE,FALSE,"Valenzuela 1997, Valenzuela 2003"
shix1238,sino1245,NA,Eurasia,100.4,28.3895,TRUE,FALSE,FALSE,"Chirkova 2009, Chirkova 2014"
shol1240,drav1251,NA,Eurasia,77.2211,11.9458,FALSE,FALSE,FALSE,"Si 2020, Zvelebil 1990"
shon1251,atla1278,Bantoid,Africa,29.75725,-17.20849,FALSE,FALSE,TRUE,"Carter and Kahari 1981, Dale 1981, Dembetembe 1974, Fivaz 1966, Fortune 1950, Fortune 1985, 1984, Fortune 1955, Fortune 1967, Louw 1915, Marconnès 1931, Stevick, Mataranyika and Mataranyika 1965"
shos1248,utoa1244,Numic,North America,-116,41,FALSE,FALSE,FALSE,"Crum and Dayley 1993, Crapo 1976, Shimkin 1949, McLaughlin 2012, Shaul 2012, Miller 1996"
shua1257,jiva1245,Jivaroan,South America,-78.1892,-3.45136,FALSE,FALSE,FALSE,"Saad 2014, Turner 1958, Walker no date"
shug1248,indo1319,Iranian,Eurasia,71.7925,37.5018,FALSE,TRUE,FALSE,"Edelman and Dodykhudoeva 2009, Morgenstierne 1928"
shum1235,indo1319,NA,Eurasia,70.5696,34.4756,FALSE,FALSE,FALSE,Morgenstierne 1945
shus1248,sali1255,Interior Salish,North America,-119.667,50.8734,TRUE,FALSE,FALSE,"Kuipers 1974, Gardiner 1993, Gibson 1973"
shwe1236,aust1305,NA,Eurasia,97.7972,23.6729,TRUE,FALSE,FALSE,"Milne 1921, Mak 2012"
sian1257,nucl1709,Eastern Highlands,Papunesia,145.247,-6.13188,FALSE,FALSE,FALSE,"Haiman 1980, Salisbury 1956"
siar1238,aust1307,Oceanic,Papunesia,152.892,-4.62059,TRUE,FALSE,TRUE,"Erdman 1991, Frowein 2011, Rowe 2005, Ross 2002"
sich1238,sino1245,Burmese-Lolo,Eurasia,102.121,28.1947,TRUE,FALSE,FALSE,"Fu 1997, Gerner 2013, Mahai and Eatough 2001"
sici1248,indo1319,NA,Eurasia,14.0414,37.5735,FALSE,TRUE,FALSE,"Ruffino 1997, Privitera 1998"
sici1249,atla1278,NA,Africa,-5.28932,11.1789,FALSE,FALSE,FALSE,Garber 1987
sida1246,afro1255,Eastern Cushitic,Africa,38.3729,6.74176,FALSE,TRUE,FALSE,"Teferra 2014, Demeke 2006, Kawachi 2007, Teferra 2000"
siee1239,aust1307,Oceanic,Papunesia,169.166,-18.8181,FALSE,FALSE,FALSE,"Gordon 1889, Lynch and Capell 1983, Ray 1926, Crowley 1998, Crowley 2002"
sier1250,otom1299,Zapotecan,North America,-96.6191,17.4219,FALSE,FALSE,FALSE,Foreman 2006
sika1261,aust1307,NA,Papunesia,162.72952,-8.378194,FALSE,FALSE,FALSE,"Capell 1935, 1936, 1936, 1936, 1937"
sika1262,aust1307,Central Malayo-Polynesian,Papunesia,122.38,-8.67302,TRUE,FALSE,FALSE,Fricke 2014
sikk1242,sino1245,Bodic,Eurasia,88.59153,27.85795,FALSE,FALSE,FALSE,"Yliniemi 2019, Mukherjee 2009, Sandberg 1895, Sandberg 1888"
siks1238,algi1248,Algonquian,North America,-113.109,49.0669,FALSE,TRUE,FALSE,"Taylor 1969, Frantz 1991, Frantz 1970, Tailfeathers 1993, Frantz 1971, Maclean 1895-1896, Holterman 1996, Armoskaite 2011, Tims 1899"
sila1250,otom1299,Mixtecan,North America,-98.1163,17.5541,FALSE,FALSE,FALSE,"Shields 1988, Shields 2015"
sile1255,nucl1709,NA,Papunesia,145.225,-4.98243,FALSE,FALSE,FALSE,Daniels 2015
silt1240,afro1255,NA,Africa,38.1449,7.77004,FALSE,TRUE,FALSE,Gutt 1997
simb1256,aust1307,NA,Papunesia,156.541,-8.26947,FALSE,FALSE,FALSE,Lanyon-Orgill 1969
simt1238,sino1245,NA,Eurasia,93.3265,24.5444,TRUE,FALSE,FALSE,"Singh 2013, Singh 2009"
sina1266,aust1307,Oceanic,Papunesia,147.861,-9.79791,FALSE,FALSE,FALSE,"Tauberschmidt 1999, Kolia 1975"
sina1271,nucl1709,Chimbu,Papunesia,145.032,-6.08728,FALSE,FALSE,FALSE,McVinney and Luzbetak 1964
sind1272,indo1319,Indic,Eurasia,69,26,FALSE,TRUE,FALSE,"Trumpp 1872, Khubchandani 2003, Lekhwani 1987"
sing1264,sino1245,NA,Eurasia,95.606,27.296,FALSE,FALSE,FALSE,"Das Gupta 1979, Cushing 1880, Needham 1889, Morey 2010"
sinh1246,indo1319,Indic,Eurasia,81,8,TRUE,FALSE,FALSE,"Henadeerage 2002, Chandralal 2010, Gair and Karunatillake 2013 [1300], Gair 1970, Gair 2003, Alwis 1852, Karunatillake 2010, Peace Corps 1995, Ruëll 1708, Mapatuna 1995, Geiger 1938"
sint1235,indo1319,Indic,Eurasia,9.4,48.7,FALSE,TRUE,FALSE,"Holzinger 1995, Valet 1991"
sion1247,tuca1253,Tucanoan,South America,-76.0237,0.31733,TRUE,TRUE,FALSE,"Wheeler 1970, Bruil 2014"
sioo1240,aust1307,Oceanic,Papunesia,147.353,-5.96037,FALSE,FALSE,FALSE,Clark and Clark 1987
sipa1247,maya1287,Mayan,North America,-91.7041,15.23054,FALSE,FALSE,FALSE,Barrett 1999
sira1263,indo1319,NA,Eurasia,75.545125,33.143621,FALSE,TRUE,FALSE,Parihar and Dwivedi 2019
sira1267,aust1307,East Formosan,Papunesia,120.315,22.9777,TRUE,FALSE,FALSE,"Adelaar 2011, Adelaar 1996"
siri1273,tupi1275,Tupi-Guaran穩,South America,-63.9688,-15.5298,FALSE,FALSE,FALSE,"Firestone 1963, Firestone 1965"
siro1249,nucl1709,Madang,Papunesia,145.994,-5.52893,FALSE,FALSE,FALSE,Wells 1979
sisi1250,aust1307,NA,Papunesia,156.83,-7,FALSE,FALSE,FALSE,Ross 2002
situ1238,sino1245,NA,Eurasia,102.660664,31.590536,TRUE,FALSE,FALSE,"Prins 2011, Prins 2016, Wolfenden 1936, Nagano 2003, Nagano 2017"
siwa1245,sout2948,East Bougainville,Papunesia,155.452,-6.6429,TRUE,TRUE,FALSE,Onishi 1994
siwi1239,afro1255,Berber,Africa,25.519627,29.200415,FALSE,TRUE,FALSE,"Souag 2013, Vycichl 2005"
siwu1238,atla1278,NA,Africa,0.44362,7.23811,FALSE,FALSE,TRUE,"Atsu 2006, Dingemanse 2011, Ford and Iddah 1973, Ring, Addae and Atsu 2002"
siyi1240,sino1245,Kuki-Chin,Eurasia,93.6884,23.8192,TRUE,FALSE,FALSE,"Rundall 1891, Naylor 1925, Sarangthem 2010, Stern 1963, Davis 2017"
skol1241,ural1272,NA,Eurasia,29.7204,68.8326,FALSE,FALSE,FALSE,"Feist 2010, Miestamo 2011"
slov1268,indo1319,Slavic,Eurasia,14.7766,46.2543,FALSE,TRUE,FALSE,"Steenwijk 1992, Herrity 2000, Lencek 1982, Pronk 2009, Derbyshire 1993"
slov1269,indo1319,Slavic,Eurasia,18.78479,48.545705,FALSE,TRUE,FALSE,Naughton 1997
sobe1238,aust1307,Oceanic,Papunesia,138.75,-1.86998,FALSE,FALSE,FALSE,"Sterner and Ross 2002, Sterner 1976"
soch1239,otom1299,Chinantecan,North America,-96.6079,17.7985,TRUE,TRUE,FALSE,"Foris 2000, Foris 1994"
sode1235,atla1278,NA,Africa,23.6907,1.25037,FALSE,FALSE,TRUE,Harries 1955
soga1242,atla1278,NA,Africa,33.3942,0.40456,FALSE,FALSE,TRUE,"Matovu 1992, Nabirye 2016"
sogd1245,indo1319,NA,Eurasia,66.983,39.7,FALSE,TRUE,FALSE,"Gerschewitsch 1943, Gershevitch 1954, Sims-Williams 1989, Skjærvø 2003, Yoshida 2009"
soii1239,indo1319,NA,Eurasia,54.5964,31.8542,FALSE,TRUE,FALSE,"Borjian 2013, Borjian 2010, Borjian 2012"
soli1239,atla1278,NA,Africa,28.7934,-15.5213,FALSE,FALSE,TRUE,Eeden 1936
soma1255,afro1255,Eastern Cushitic,Africa,45.152856,4.778704,FALSE,TRUE,FALSE,"Bell 1953, Dubnov 2003, Goldberg 2015, Kirk 1905, Kirk 1903, Mansur and Puglielli 1999, Orwin 1995, Osman and Zorc 1992, Pia 1965, Saeed 1999, Saeed 1993, Larajasse and Sampont 1897"
song1299,atla1278,NA,Africa,18.4978,-4.55057,FALSE,FALSE,TRUE,Koni Muluwa and Bostoen 2019
sons1242,aust1307,Oceanic,Papunesia,132.221282,5.328596,TRUE,FALSE,FALSE,"Capell 1969, Oda 1977"
sooo1254,aust1305,NA,Eurasia,105.001,16.9081,TRUE,FALSE,FALSE,"Migliazza 2003, Gillen 1995, Jungprasert 1986, Lerthirunwong 1980, Migliazza 1998"
sooo1256,kuli1252,Kuliak,Africa,34.7595,2.58367,FALSE,FALSE,FALSE,"Carlin 1993, Beer, McKinney and Kosma 2009"
soqo1240,afro1255,Semitic,Eurasia,53.9168,12.4892,FALSE,TRUE,FALSE,"Aloufi 2016, Kogan and Bulakh 2019, Makhashen 2009"
sora1254,aust1305,Munda,Eurasia,84.19,19.1213,FALSE,FALSE,FALSE,"Chandrasekhara Rao 2010, Anderson and Harrison 2008, Ramamurti 1931, Starosta 1967, Association 1927"
sork1239,indo1319,NA,Eurasia,53.21897,35.45652,FALSE,FALSE,FALSE,Borjian 2008
sout1528,indo1319,Slavic,Eurasia,18.81,44.15,FALSE,TRUE,FALSE,"Hammond 2005, Houtzagers 1985, Kalsbeek 1998, Magner 1991"
sout1549,drav1251,NA,Eurasia,78.5936,19.6908,FALSE,TRUE,FALSE,Bhattacharya 1961
sout2642,indo1319,NA,Eurasia,64,26,FALSE,FALSE,FALSE,"Mockler 1877, Collett 1983"
sout2645,indo1319,NA,Eurasia,52.267,29.746,FALSE,FALSE,FALSE,Angali 2004
sout2649,indo1319,NA,Eurasia,68.25,37.17,FALSE,TRUE,FALSE,"Trumpp 1873, Shafeev 1964"
sout2672,indo1319,NA,Eurasia,70.30351,34.43099,FALSE,TRUE,FALSE,Lehr 2014
sout2694,turk1311,Turkic,Eurasia,86.8705,50.1347,FALSE,FALSE,FALSE,Simpson 1955
sout2697,turk1311,Turkic,Eurasia,48.4302,36.5137,TRUE,FALSE,FALSE,"Bulut 2018, Bulut 2007, Bulut 2005, Dehghani 2000, Householder 1965, Lee 1996, Lee 2008"
sout2715,sino1245,NA,Eurasia,84.8511,28.106,FALSE,FALSE,FALSE,Paudel 2008
sout2728,sino1245,NA,Eurasia,103.384,31.5392,TRUE,FALSE,FALSE,"Huang 2004, Zheng 2016"
sout2729,sino1245,NA,Eurasia,100.622,27.8408,TRUE,FALSE,FALSE,"Ding 2003, Ding 2014, Ding 2017, Ding 1998"
sout2730,sino1245,NA,Eurasia,100.289,25.519,TRUE,FALSE,FALSE,Fitzgerald 1941
sout2741,taik1256,NA,Eurasia,109.222,25.8874,TRUE,FALSE,FALSE,"Long and Zheng 1998, Yang and Edmondson 2008, Yang 1999, Yang 2004, Yang 2017"
sout2750,yuka1259,Yukaghir,Eurasia,154.375,64.218,FALSE,FALSE,FALSE,"Maslova 2003, Nagasaki 2011, Maslova 1999, Jochelson 1905"
sout2774,ijoi1239,NA,Africa,6.32192,4.44235,FALSE,FALSE,FALSE,"Tepowa 1904, Ẹfẹḅọ 1967"
sout2778,atla1278,Mel,Africa,-10.3377,8.32448,FALSE,FALSE,FALSE,"Childs 1995, Childs 1988"
sout2782,atla1278,NA,Africa,13.6164,9.51408,FALSE,FALSE,FALSE,Ennulat and Ennulat 1971
sout2789,atla1278,Gur,Africa,-2.52265,10.4226,FALSE,FALSE,FALSE,"Bodomo 2000, Bodomo 1997, Kropp Dakubu 2005"
sout2807,atla1278,Bantoid,Africa,27.89,-28.78,FALSE,FALSE,TRUE,"Demuth and Sekhesa 1978/79, Doke and Mofokeng 1957, Jacottet 1927, Nussbaum and Lijane 1968, Paroz 1946, Peace Corps 1996"
sout2808,atla1278,Bantoid,Africa,29.048,-25.6272,FALSE,FALSE,TRUE,Ziervogel 1959
sout2826,atla1278,NA,Africa,-7.56872,4.47607,FALSE,FALSE,FALSE,"Innes 1966, Sapir 1931"
sout2832,nilo1247,NA,Africa,28.0613,8.81115,FALSE,FALSE,FALSE,Nebel 1948
sout2840,mand1469,Western Mande,Africa,-4.26497,11.5409,FALSE,FALSE,FALSE,Morse 1976
sout2856,aust1307,Oceanic,Papunesia,168.377,-17.7006,FALSE,FALSE,FALSE,"Thieberger 2004, Thieberger 2006"
sout2857,aust1307,NA,Papunesia,167.477,-16.5116,FALSE,FALSE,FALSE,Dimock 2009
sout2859,aust1307,Oceanic,Papunesia,168.211,-16.2975,TRUE,FALSE,FALSE,"Ridge 2019, Crowley 2002"
sout2869,aust1307,Oceanic,Papunesia,169.35603,-19.57953,FALSE,FALSE,FALSE,Lynch 1982
sout2895,aust1307,NA,Papunesia,129.148,-3.23411,TRUE,FALSE,FALSE,Bolton 1990
sout2896,aust1307,NA,Papunesia,123.531,-8.49783,FALSE,FALSE,FALSE,Krauße 2016
sout2912,aust1307,NA,Papunesia,124.29,13.6989,FALSE,FALSE,FALSE,Meman 1990
sout2918,aust1307,Sama-Bajaw,Papunesia,119.483887,4.755836,FALSE,FALSE,FALSE,"Akamine 2003, Akamine 2005, Sather 1968"
sout2949,kiwa1251,NA,Papunesia,143.244,-8.64889,FALSE,FALSE,FALSE,"Ray 1931, Ray 1907"
sout2954,japo1237,NA,Eurasia,129.285,28.1955,TRUE,FALSE,FALSE,"Niinaga 2014, Niinaga 2015, Niinaga 2010"
sout2956,haid1248,NA,North America,-132.008,53.2616,FALSE,FALSE,FALSE,"Harrison 1895, Swanton 1911, Swanton 1902, Keen 1906, Levine 1977"
sout2957,atha1245,NA,North America,-136.573,60.7823,FALSE,FALSE,FALSE,"Birckel 1994, Bunbury 1994, Johnson 2012 [1994], Allen 1994, Workman 1994"
sout2961,kiow1265,Kiowa-Tanoan,North America,-106.661,34.7873,FALSE,FALSE,FALSE,Leap 1970
sout2965,sali1255,Central Salish,North America,-122.141,47.263,FALSE,FALSE,FALSE,"Tweddell 1950, Ransom 1945, Snyder 1957, Snyder 1968"
sout2976,utoa1244,Tepiman,North America,-103.983,23.1584,FALSE,FALSE,FALSE,"Salido 2014, Kim 1988, Willett 1991, Willett 1980"
sout2982,pomo1273,Pomoan,North America,-122.599,38.9354,FALSE,FALSE,FALSE,"Moshinsky 1974, Moshinsky 1970"
sout2984,pomo1273,NA,North America,-122.545,38.7643,FALSE,FALSE,FALSE,Walker 2013
sout2985,miwo1274,Miwok,North America,-120.507,38.2363,FALSE,FALSE,FALSE,Broadbent 1964
sout2986,miwo1274,Costanoan,North America,-121.487098,36.787073,FALSE,FALSE,FALSE,"Cuesta 1862 [1815], Mason 1916, Okrand 1977, Shaul 2012"
sout2991,quec1387,Quechuan,South America,-66.3331,-20.9201,FALSE,FALSE,FALSE,"Sola and Lastra 1964, Lastra 1968, Wrisley, Sherman, Spenst and Spenst 1967"
sout2992,quec1387,NA,South America,-76.9854,-9.30995,FALSE,FALSE,FALSE,Hintz 2007
sout2994,namb1299,Nambikuaran,South America,-59.5187,-14.3707,TRUE,FALSE,FALSE,Kroeker 2001
sout2996,ayma1253,NA,South America,-70.3442,-17.1417,FALSE,FALSE,FALSE,Coler 2014
sout2999,otom1299,NA,North America,-99.334,20.966,FALSE,FALSE,FALSE,Manrique C. 1967
sout3123,afro1255,Semitic,Eurasia,38.0837,31.5601,FALSE,TRUE,FALSE,"Hérin 2006, Yasin 1980, Belinkov 2014"
sout3236,gumu1250,NA,Africa,35.51,9.98,FALSE,FALSE,FALSE,"Uzar 1997, Uzar 1989"
sout3261,nakh1245,NA,Eurasia,47.565486,41.977226,TRUE,TRUE,FALSE,"Forker 2020, Sumbatova and Mutalov 2003"
spit1240,sino1245,NA,Eurasia,77.833,32.526,FALSE,FALSE,FALSE,Sharma 1992
spok1245,sali1255,Interior Salish,North America,-118.062,47.9087,FALSE,FALSE,FALSE,Carlson 1972
squa1248,sali1255,Central Salish,North America,-123.014,49.3231,TRUE,FALSE,FALSE,"Kuipers 1967, 1969, Hill-Tout 1900"
sran1240,indo1319,Creoles and Pidgins,South America,-55.33,5.83,FALSE,FALSE,FALSE,"Winford and Plag 2013, Hall 1948, Braun 2005, Voorhoeve 1962, Berg 2000, Berg and Smith 2013, Berg 2007"
sril1245,aust1307,NA,Eurasia,79.864,6.91603,FALSE,FALSE,FALSE,"Nordhoff 2009, Slomanson 2013, Silva Jayasuriya 2002"
stan1288,indo1319,Romance,Eurasia,-1.11788,40.4414,FALSE,TRUE,FALSE,"Andrade Ciudad 2016, Holloway 1993, Pratt-Panford 2000, Coles 1999, Jarvis 2011, Butt and Benjamin 1994, Lipski 1989, Lipski 1985, Green 1988, Kattan-Ibarra and Pountain 2003, MacCurdy 1950, Bradley and Mackenzie 2004, Resnick 1964, Batchelor 2006, Rosas Mayén 2007, Sessarego 2012, Sessarego 2013, Zagona 2002, Iguina and Dozier 2013"
stan1289,indo1319,Romance,Eurasia,1.569,41.453,FALSE,TRUE,FALSE,"Hualde 1992, Wheeler, Yates and Dols 1999, Wheeler 1988"
stan1290,indo1319,Romance,Eurasia,2,48,FALSE,TRUE,FALSE,"Judge and Healey 1983, Ball 2000, Booth 2009, Chidaine 1969, Harris 1988, Hawkins and Towell 2001, Highfield 1976, Highfield 1979, Jones 2001, L'Huillier 1999, Liddicoat 1994, Lang and Perez 2004, Jones 2014, Thacker and Casimir d' Angelo 2013, Nizard-Mankopf 2000, Price 2013, Batchelor and Chebli-Saadi 2011, Rowlett 2007, King 2013, Love 2006, Motapanyane 1997"
stan1293,indo1319,Germanic,Eurasia,-1,53,FALSE,FALSE,FALSE,"Mahboob 2004, Kautzsch 2004, Sedlatschek 2009, Pawley 2004, Azar 1996, Brilioth 1913, Blain 1989, Deterding 2013, Deterding 2007, Dixon 2005, Mugler and Tent 2004, Fyne 2005, Cane 1993, Graham 1997, Huddleston and Pullum 2002, Wright 1892, Setter, Wong and Chan 2010, Hay, Maclagan and Gordon 2008, Miller 2004, Beal 2004, Jonson 1909 [1640], Schmied 2004, Emonds and Faarlund 2014, Corrigan 2010, McCormick 2004, Anderwald 2004, Lim 2004, Wee 2004, Green 2013, Baskaran 2004, Alo and Mesthrie 2004, Huber and Dako 2004, Hundt, Hay and Gordon 2004, Filppula 1999, Filppula 2004, Montgomery 2004, Nida and Elson 1962, Mbangwana 2004, Collins and Peters 2004, Trudgill 2004, Sailaja 2009, Hosali 2004, Quirk, Greenbaum, Leech and Svartvik 1985, Chope 1891, Mesthrie 2004, Bhatt 2004, Ramisch 1989, Hickey 2007, Penhallurick 2004, Clarke 2004, Clarke 2010, Savage 1996, Schreier 2008, Bowerman 2004, Wilson and Mesthrie 2004, Shivachi 1999, Wagner 2004, Hirst 1906, Murray and Simon 2004, Russell 1868, Wolfram 2004"
