Glottocode,Family_GLOT_Lv1,Genus,Area_GLOT,Longitude,Latitude,Classifiers,Gender,NounClass,Source
midd1317,indo1319,NA,Eurasia,-1.11,51.65,FALSE,FALSE,FALSE,"Fischer, Kemenade and Koopman 2000, Fischer 1992, Burrow and Turville-Petre 2005, Emerson 1915, Lass 1992, Moore 1919, Horobin and Smith 2002, Mustanoja 2016 [1960]"
midd1343,indo1319,NA,Eurasia,10.599,48.254,FALSE,TRUE,FALSE,"Senn 1937, Otis 1854, Wright 1917, Asher 1975"
midd1344,sino1245,NA,Eurasia,108.9,34.27,FALSE,FALSE,FALSE,"Pulleyblank 1970, 1971, Halliday 1959"
midd1350,indo1319,NA,Eurasia,78.97,26.61,FALSE,TRUE,FALSE,"Bubenik 1998, Bubenik 1996, Tagare 1948, Bubenik 2003"
midd1351,mong1349,NA,Eurasia,110.006,48.2,FALSE,TRUE,FALSE,"Grønbech and Krueger 1955, Janhunen 2003, Street 1957, Rybatzki 2003"
midd1357,pama1250,NA,Australia,152.780249,-29.042737,FALSE,TRUE,FALSE,"Smythe 1978, Crowley 1978"
mido1240,nubi1251,Nubian,Africa,27.2236,14.789,FALSE,FALSE,FALSE,"Thelwall 1983, Werner 1993"
miga1241,nucl1709,NA,Papunesia,147.713,-6.33237,FALSE,FALSE,FALSE,McEvoy 2008
miju1243,sino1245,Tani,Eurasia,97.0444,28.4732,FALSE,FALSE,FALSE,Das Gupta 1977
mika1239,musk1252,Muskogean,North America,-80.90847,26.08142,FALSE,FALSE,FALSE,"Boynton 1982, Derrick-Mescua 1980"
mikm1235,algi1248,Algonquian,North America,-65.5766,45.9941,FALSE,TRUE,FALSE,"Fidelholtz 1968, Inglis 1986, Inglis 2002, Hewson and Francis 1990, Rand 1875"
mila1245,sino1245,NA,Eurasia,95.186127,28.5539908,TRUE,FALSE,FALSE,"Tayeng 1976, Modi 2017"
milu1241,coos1248,NA,North America,-124.258,43.3215,FALSE,FALSE,FALSE,Doty 2012
mina1268,aust1307,Malayo-Sumbawan,Papunesia,100.44,-0.896,FALSE,FALSE,FALSE,Crouch 2009
mina1276,afro1255,Biu-Mandara,Africa,13.84054,10.38053,FALSE,FALSE,FALSE,Frajzyngier and Johnston 2005
minb1244,sino1245,NA,Eurasia,118.32,27.05,TRUE,FALSE,FALSE,Norman 1971
mind1253,sino1245,Chinese,Eurasia,119.5,26,TRUE,FALSE,FALSE,Norman 1971
ming1252,kart1248,Kartvelian,Eurasia,41.8719,42.5129,FALSE,FALSE,FALSE,Harris 1991
mini1251,aust1307,NA,Papunesia,152.005,-4.31803,TRUE,FALSE,FALSE,Van Der Mark 2007
minn1241,sino1245,Chinese,Eurasia,118.17,24.5,TRUE,FALSE,FALSE,"Yue-Hashimoto 1985, Chan 1982, Chen 2011, Chen 2020, Egerod 1956, Klöter 2011 [1620], Chappell 2019, Hong 2012, Hashimoto and Norman 1971, Fang 2010, Nakajima 1976, Childe 1971, Xu 2007, Yeo 2011, Souza 1903"
mira1251,indo1319,NA,Eurasia,-6.38371,41.5375,FALSE,FALSE,FALSE,Terao 2010
miri1266,jarr1235,Djeragan,Australia,128.889,-16.3596,FALSE,TRUE,FALSE,Kofod 1978
mish1244,afro1255,NA,Africa,9.33752,9.20477,FALSE,FALSE,FALSE,Mu'azu and Isah 2010
misi1242,sino1245,Tani,Eurasia,94.69,27.418,TRUE,FALSE,FALSE,"Prasad 1991, Needham 1886, Taid 2010, Tayeng 1983"
misi1243,aust1307,NA,Papunesia,152.696,-10.6821,FALSE,FALSE,FALSE,Fellows 1894
misk1235,misu1242,Misumalpan,North America,-84.2942,15.1576,FALSE,FALSE,FALSE,"Henderson 1846, Cotheal 1848, Badlato 2000, Herlihy 2017, Thaeler and Thaeler no date"
mitl1236,otom1299,Zapotecan,North America,-96.29434,16.86849,FALSE,FALSE,FALSE,Briggs 1961
mixt1426,otom1299,Zapotecan,North America,-96.2372,16.1724,TRUE,FALSE,FALSE,"Hunn, Baron, Reeck, Pérez and Cruz no date"
miya1259,japo1237,NA,Eurasia,125.363,24.7564,TRUE,FALSE,FALSE,"Jarosz 2014, Aoi 2015, Shimoji 2008, Shimoji 2011, Pellard 2010, Hayashi 2010"
miya1266,afro1255,West Chadic,Africa,9.71505,10.9234,FALSE,TRUE,FALSE,Schuh 1998
mlab1235,aust1305,Palaung-Khmuic,Eurasia,101.163,18.5533,TRUE,FALSE,FALSE,Rischel 1995
mlah1239,afro1255,NA,Eurasia,41.2209,37.0311,FALSE,TRUE,FALSE,Jastrow 2011
mmen1238,atla1278,NA,Africa,10.2541,6.43213,FALSE,FALSE,TRUE,"Bangha 2003, Kießling 2000"
moch1257,maya1287,NA,North America,-92.1734,15.4538,FALSE,FALSE,FALSE,Palosaari 2011
moco1246,guai1249,Guaicuruan,South America,-60.4145,-28.097,TRUE,TRUE,FALSE,Grondona 1998
mode1248,indo1319,Greek,Eurasia,23.13,38.36,FALSE,TRUE,FALSE,"Joseph and Philippaki-Warburton 1987, Holton, Mackridge and Philippaki-Warburton 2004, Holton, Mackridge and Philippaki-Warburton 2012, Mackridge 1985"
mogh1245,mong1349,Mongolic,Eurasia,62.2802,34.2504,FALSE,FALSE,FALSE,Weiers 2003
moha1256,coch1271,Yuman,North America,-114.599,34.8866,FALSE,FALSE,FALSE,Munro 1974
moha1258,iroq1247,Northern Iroquoian,North America,-74.66836,43.72,TRUE,TRUE,FALSE,"Hopkins 1988, Deering and Delisle 1976, Bonvillain 1973, Postal 1963"
mohe1244,algi1248,Algonquian,North America,-72.1701,41.8581,FALSE,FALSE,FALSE,"Granberry 2003, O'Brien 2009, Williams 1643"
moii1235,west1493,NA,Papunesia,131.52,-0.96532,FALSE,TRUE,FALSE,Menick 1995
moke1242,aust1307,NA,Eurasia,98.6765,10.1474,TRUE,FALSE,FALSE,"Chantanakomes 1980, Larish 1999"
moki1238,aust1307,Oceanic,Papunesia,159.776,6.65651,TRUE,FALSE,FALSE,"Harrison 1976, Harrison 1977"
mokl1243,aust1307,NA,Eurasia,98.3176,8.16761,TRUE,FALSE,FALSE,Swastham 1982
mokp1239,atla1278,Bantoid,Africa,9.23887,4.24178,FALSE,FALSE,TRUE,"Atindogbe 2013, Kagaya 1992"
molo1266,afro1255,NA,Africa,14.2521,10.7933,FALSE,FALSE,FALSE,"Friesen and Mamalis 2017, Friesen and Mamalis 2004"
momb1254,dogo1299,NA,Africa,-3.664799,14.376155,FALSE,FALSE,FALSE,Prokhorov 2012
mong1330,mong1349,Mongolic,Eurasia,109.005,48.7686,FALSE,FALSE,FALSE,Skribnik 2003
mong1338,atla1278,Bantoid,Africa,20.4259,-1.54228,FALSE,FALSE,TRUE,"McKittrick and McKittrick 1897, McKittrick and McKittrick 1893, Ruskin and Ruskin 1903"
moni1261,nucl1709,Wissel Lakes-Kemandoga,Papunesia,136.886,-3.72962,FALSE,FALSE,FALSE,Larson and Larson 1958
monn1252,aust1305,Monic,Eurasia,98.122465,15.49394,TRUE,FALSE,FALSE,"Bauer 1982, Haswell and Stevens 1901, Jenny 2005, Jenny 2019, Panthongkhum 1983, Khonthet 1985, Shatsuksiridate 1987"
mono1270,atla1278,NA,Africa,19.8264,4.57915,FALSE,FALSE,FALSE,Olson 2001
mono1273,aust1307,Oceanic,Papunesia,155.76,-7.05102,FALSE,FALSE,FALSE,Fagan 1986
mono1275,utoa1244,Numic,North America,-119.347,37.1935,TRUE,FALSE,FALSE,"Lamb 1958, Loether 1991, Norris 1986"
mont1268,algi1248,Algonquian,North America,-68.7376,49.0533,FALSE,FALSE,FALSE,"Oxford 2007, Clarke 1982"
moos1236,algi1248,NA,North America,-80.6912,51.0686,FALSE,TRUE,FALSE,Horden 1881
more1259,utoa1244,NA,North America,-99.1322,18.9161,TRUE,FALSE,FALSE,Whorf 1946
mori1268,aust1307,NA,Papunesia,121.37,-2.56016,TRUE,FALSE,FALSE,"Mead 2005, Esser and Mead 2011"
mori1269,aust1307,NA,Papunesia,121.035,-2.2555,FALSE,FALSE,FALSE,"Barsel 1994, Magnetti-Barsel 1984"
mori1278,indo1319,Creoles and Pidgins,Africa,57.5517,-20.2613,FALSE,FALSE,FALSE,"Baker and Corne 1982, Choy 2013, Baker and Kriegel 2013, Baker 1972"
morm1235,aust1307,South Halmahera - West New Guinea,Papunesia,135.95,-2.87055,FALSE,FALSE,FALSE,Laycock 1978
moro1285,heib1242,Heiban,Africa,30.2138,10.9194,FALSE,FALSE,FALSE,Black and Black 1971
moro1292,afro1255,Semitic,Africa,-7.5,32.5,FALSE,TRUE,FALSE,"Brustad 2000, Guerrero 2013, Turner 2019, Peace Corps 1996"
mort1237,aust1307,NA,Papunesia,153.710778,5.50735,TRUE,FALSE,FALSE,Odango 2015
mosi1247,nilo1247,NA,Africa,37.1869,-5.43471,FALSE,FALSE,FALSE,"Heine, König and Legère 2015"
mosk1236,east1459,NA,Papunesia,133.145,-1.62201,TRUE,FALSE,FALSE,Gravelle 2010
moss1236,atla1278,Gur,Africa,-1.32,11.95,FALSE,FALSE,FALSE,"Lehr, Redden and Balima 1966, Rattray 1918, Mission 1961"
mota1237,aust1307,NA,Papunesia,167.690924,-13.835361,FALSE,FALSE,FALSE,"Codrington and Palmer 1896, Codrington 1877"
motl1237,aust1307,Oceanic,Papunesia,167.706277,-13.655015,TRUE,FALSE,FALSE,"François 2005, Crowley 2002"
motu1246,aust1307,Oceanic,Papunesia,147.424,-9.67492,FALSE,FALSE,FALSE,"Lawes 1896, Lawes 1888, Lister-Turner and Clark 1931, Taylor 1970"
moun1252,koia1260,Koiarian,Papunesia,147.384,-9.06973,TRUE,FALSE,FALSE,"Garland and Garland 1975, Garland 1980"
moyo1238,sino1245,NA,Eurasia,94.3421,24.4793,FALSE,FALSE,FALSE,"Devi 2010, Kosha 1989"
mpad1242,afro1255,NA,Africa,14.446893,12.561391,FALSE,TRUE,FALSE,Allison 2012
mpie1238,atla1278,NA,Africa,15.5246,3.45776,FALSE,FALSE,TRUE,Thornell 2003
mpii1239,sino1245,NA,Eurasia,100.21,18.1717,FALSE,FALSE,FALSE,Sittichai 1984
mpon1254,atla1278,NA,Africa,14.866,3.14015,FALSE,FALSE,TRUE,Lebika 2003
mpot1240,atla1278,NA,Africa,34.71269,-11.13767,FALSE,FALSE,TRUE,Botne 2019
mroc1235,sino1245,NA,Eurasia,93.995,19.71,TRUE,FALSE,FALSE,Shafer 1943
mruu1242,sino1245,NA,Eurasia,90.6317,24.154,TRUE,FALSE,FALSE,Ebersole 1996
mual1241,aust1307,NA,Papunesia,111.077,0.31083,TRUE,FALSE,FALSE,Tjia 2007
mudh1235,drav1251,NA,Eurasia,83.378,18.276,FALSE,TRUE,FALSE,"Bhaskara Rao 1972, Bhaskararao 1980, Bhaskararao 1998"
mudu1239,drav1251,NA,Eurasia,76.5627,11.062,FALSE,TRUE,FALSE,"Rajendran 1986, Rajendran 1978"
mudu1242,aust1307,NA,Papunesia,149.489,-4.69751,TRUE,FALSE,FALSE,Berg and Bachet 2006
mufi1238,nucl1708,Kombio-Arapesh,Papunesia,142.955,-3.57932,FALSE,TRUE,FALSE,"Conrad, Lukas and Alungum 1978"
mukl1234,sino1245,NA,Eurasia,96.427282,27.626127,TRUE,FALSE,FALSE,Ngemu 1977
mula1253,taik1256,Kam-Tai,Eurasia,108.928,24.8151,TRUE,FALSE,FALSE,Jun and Guoqiao 1993
muna1247,aust1307,Celebic,Papunesia,122.541,-5.40419,TRUE,FALSE,FALSE,"Berg 1989, Berg 2004"
munc1235,sino1245,NA,Eurasia,94.3929,20.289,FALSE,FALSE,FALSE,"Jordan 1969, Mang 2006"
mund1320,aust1305,Munda,Eurasia,85.85,23.03,FALSE,FALSE,FALSE,"Cook 1965, Hoffmann 1903, Kobayashi and Murmu 2008, Sinha 1975, Ramaswami 1992, Osada 1992, Osada 2008"
mund1328,atla1278,NA,Africa,10.2704,6.59969,FALSE,FALSE,TRUE,Voll 2017
mung1266,atla1278,Bantoid,Africa,10.0294,5.89752,TRUE,FALSE,TRUE,Tischhauser 1992
muns1251,algi1248,Algonquian,North America,-81.9166,42.5968,TRUE,FALSE,FALSE,O'Meara 1990
muon1246,aust1305,Viet-Muong,Eurasia,105.186,20.7374,FALSE,FALSE,FALSE,Barker and Barker 1976
murl1244,surm1244,Surmic,Africa,33.988,6.69756,FALSE,FALSE,FALSE,"Arensen 1982, Lyth 1971"
murr1258,sout2772,Murrinh-Patha,Australia,129.70152,-14.74852,TRUE,TRUE,FALSE,"Blythe 2009, Mansfield 2014, Walsh 1976, Street 1987"
murs1242,surm1244,Surmic,Africa,36.0971,5.69801,FALSE,FALSE,FALSE,Turton and Bender 1976
muru1266,pama1250,Pama-Nyungan,Australia,146.546,-28.9618,FALSE,FALSE,FALSE,Oates 1988
muru1274,huit1251,Huitoto,South America,-73.8331,-1.13669,TRUE,FALSE,FALSE,"Burtch and Wise 1968, Wojtylak 2017"
muso1238,aust1307,Oceanic,Papunesia,146.93,-6.53817,TRUE,FALSE,FALSE,Holzknecht 1997
muss1246,aust1307,Oceanic,Papunesia,149.624,-1.44105,TRUE,FALSE,FALSE,"Brownie and Brownie 2007, Ross 2002"
muth1236,drav1251,NA,Eurasia,76.7328,10.3524,FALSE,TRUE,FALSE,Sakthivel 1978
muya1239,sino1245,NA,Eurasia,102.205,29.8226,TRUE,FALSE,FALSE,Ikeda 2007
muya1243,afro1255,NA,Africa,14.21246,10.86047,FALSE,FALSE,FALSE,Smith 2002
muyu1244,aust1307,Oceanic,Papunesia,152.731,-9.195,FALSE,FALSE,FALSE,Lithgow 1969
mwag1236,afro1255,West Chadic,Africa,8.96522,9.47205,FALSE,FALSE,FALSE,Frajzyngier 1993
mwan1247,atla1278,NA,Africa,40.4601,-12.5821,FALSE,FALSE,TRUE,"Floor 2010, Petzell 2002"
mwan1250,mand1469,NA,Africa,-5.94577,7.87533,FALSE,FALSE,FALSE,Fleming 1995
mwer1248,atla1278,Bantoid,Africa,38.8762,-9.75639,FALSE,FALSE,TRUE,Harries 1950
myce1241,indo1319,NA,Eurasia,22.82,37.73,TRUE,TRUE,FALSE,Ventris and Chadwick 1973
myen1241,atla1278,Bantoid,Africa,9.50247,-1.48741,FALSE,FALSE,TRUE,"Wilson 1879, Wilson 1847"
naaa1245,sino1245,NA,Eurasia,93.248908,28.431524,TRUE,FALSE,FALSE,Pertin 1994
naas1242,sout2948,East Bougainville,Papunesia,155.632,-6.46022,FALSE,FALSE,FALSE,"Hurd and Hurd 1966, Hurd and Hurd 1970"
naba1256,nucl1709,Finisterre-Huon,Papunesia,146.966,-6.42709,FALSE,FALSE,FALSE,"Fabian, Fabian and Waters 1998"
naga1394,indo1319,Creoles and Pidgins,Eurasia,93.4438,25.2508,TRUE,FALSE,FALSE,"Aye 2007, Baishya 2004, Bhattacharjya 1976, Boruah 1993, Bhattacharjya 2001, Khare, Puthenpurakal, Temang, Solo, Tirkey and Bachmann 1985"
naii1241,kwom1263,Kwomtari,Papunesia,141.273,-3.73034,FALSE,FALSE,FALSE,Hamlin 1998
najd1235,afro1255,NA,Eurasia,42.1773,30.3371,FALSE,TRUE,FALSE,"Abboud 1964, Ingham 1982, Ingham 1994"
naka1260,mani1293,Nakkara,Australia,134.32729,-12.07653,TRUE,TRUE,FALSE,"Eather 1990, Eather 2011"
naka1262,aust1307,Oceanic,Papunesia,150.888,-5.59931,FALSE,FALSE,FALSE,"Johnston 1980, Johnston 1978"
naki1238,atla1278,NA,Africa,10.2378,6.62784,FALSE,FALSE,TRUE,Good 2005
nalc1240,nucl1709,NA,Papunesia,139.883,-4.26068,FALSE,FALSE,FALSE,Svärd 2013
nali1244,aust1307,Oceanic,Papunesia,151.332,-2.94411,TRUE,FALSE,FALSE,"Volker 1998, Volker 1994"
nama1264,khoe1240,Central Khoisan,Africa,17.9767,-25.0747,FALSE,TRUE,FALSE,"Haacke 1976, Haacke 1986, Hagman 1977, Hagman 1973, Tindall 1857, Witzlack-Makarevich 2006"
nama1268,aust1307,NA,Papunesia,168.569,-16.8979,FALSE,FALSE,FALSE,Sperlich 1991
nami1256,sepi1257,Yellow River,Papunesia,141.788,-3.85538,FALSE,FALSE,FALSE,Feldpausch and Feldpausch 1992
namu1246,sino1245,NA,Eurasia,101.898,28.5909,TRUE,FALSE,FALSE,Pavlík 2017
nana1257,tung1282,Tungusic,Eurasia,134.797,48.4343,FALSE,FALSE,FALSE,Ko and Yurn 2011
nand1264,atla1278,Bantoid,Africa,29.0243,-0.24904,FALSE,FALSE,TRUE,Valinande 1984
nand1266,nilo1247,Nilotic,Africa,35.408478,0.793737,FALSE,FALSE,FALSE,"Creider and Creider 1989, Hollis 1909"
nang1259,sout2772,Southern Daly,Australia,131.237,-14.268,TRUE,TRUE,FALSE,"Reid 1990, Hoddinott and Kofod 1988"
nang1261,dogo1299,NA,Africa,-3.02,14.49,TRUE,FALSE,FALSE,Heath 2016
nang1262,aust1307,NA,Papunesia,165.887,-10.7441,TRUE,FALSE,FALSE,Vaa 2013
nank1250,nucl1709,Finisterre-Huon,Papunesia,146.464,-5.80804,TRUE,FALSE,FALSE,Spaulding and Spaulding 1994
nant1250,araw1281,NA,South America,-72.3507,-12.1018,TRUE,TRUE,FALSE,"Michael 2008, Michael 2001"
nari1240,surm1244,NA,Africa,33.3312,4.80331,FALSE,FALSE,FALSE,"Joseph, Lochule, Lolar, Hillary and Nayoro 2013"
naro1249,khoe1240,Central Khoisan,Africa,20.7458,-22.0939,FALSE,TRUE,FALSE,"Barnard 1985, Bleek 1928, Visser 2013, Visser and Visser 2001"
narp1239,sino1245,Bodic,Eurasia,84.22852,28.76714,FALSE,FALSE,FALSE,"Noonan and Hildebrandt 2017, Noonan 2003"
narr1259,pama1250,Pama-Nyungan,Australia,140.158,-36.2301,FALSE,FALSE,FALSE,"Bannister 2004, Yallop 1975, Meyer 1843, Taplin 1880"
naru1238,pama1250,NA,Australia,137.535,-34.69,FALSE,FALSE,FALSE,Eira 2010
nati1244,aust1307,NA,Papunesia,167.496054,-16.468709,FALSE,FALSE,FALSE,Crowley 1998
naue1237,aust1307,NA,Papunesia,126.741,-8.70733,TRUE,FALSE,FALSE,Veloso 2016
naur1243,aust1307,Oceanic,Papunesia,166.922,-0.52957,FALSE,FALSE,FALSE,Kayser 1993
nava1243,atha1245,Athapaskan,North America,-110.082,36.2106,TRUE,FALSE,FALSE,"Haile 1926, Sapir and Hoijer 1967, Reichard 1951, Goossen 1995, Haile 1941, 1947, Young and Morgan 1987, Williams 2009, Young and Morgan 1972"
nawu1242,atla1278,NA,Africa,0.04947,8.45116,FALSE,FALSE,TRUE,"Lange 1996, Sherwood 1982"
nayi1243,dizo1235,NA,Africa,36.3813,6.88202,FALSE,TRUE,FALSE,"Yilma 2002, Yilma 1997"
ncan1245,atla1278,NA,Africa,10.5312,6.50696,FALSE,FALSE,TRUE,"Boutwell 2014, Boutwell 2010"
ndal1241,atla1278,NA,Africa,33.6118,-9.88948,FALSE,FALSE,TRUE,Botne 2008
ndam1239,atla1278,NA,Africa,36.0271,-8.40485,FALSE,FALSE,TRUE,"Edelsten and Lijongwa 2010, Novotná 2005"
ndau1241,atla1278,NA,Africa,33.1739,-20.1239,FALSE,FALSE,TRUE,"Wilder, Dysart, Fuller and Orner 1915"
nden1248,atla1278,NA,Africa,38.958,-7.54628,FALSE,FALSE,TRUE,Ström 2013
ndon1254,atla1278,Bantoid,Africa,17.35,-17.22,FALSE,FALSE,TRUE,"Crane, Lindgren-Streicher and Wingo 2004, Fivaz 1986, Viljoen and Amakali 1978"
ndut1239,atla1278,Northern Atlantic,Africa,-16.9811,14.925,TRUE,FALSE,FALSE,Morgan 1996
ndyu1242,indo1319,Creoles and Pidgins,South America,-54.6419,4.3126,FALSE,FALSE,FALSE,"Migge 2013, Huttar and Huttar 1994"
neap1235,indo1319,Romance,Eurasia,16.4225,39.2288,FALSE,TRUE,FALSE,"Andriani 2017, Loporcaro 1997, Hastings 1997, Sornicola 1997"
nege1240,aust1307,Malayo-Sumbawan,Eurasia,102.291,2.66503,FALSE,FALSE,FALSE,Hendon 1966
nege1244,indo1319,NA,North America,-64.8922,18.3416,FALSE,FALSE,FALSE,"Bradford 1986, Rossem 2017, Magens 2008 [1770], Sluijs 2013, Sluijs 2017"
neha1247,aust1307,Oceanic,Papunesia,154.2,-4.56875,FALSE,FALSE,FALSE,"Todd 1978, Glennon 2014"
nend1239,nucl1709,Madang,Papunesia,144.886,-5.04271,FALSE,FALSE,FALSE,Harris 1990
nene1249,ural1272,Samoyedic,Eurasia,71.0234,66.1775,FALSE,FALSE,FALSE,"Décsy 1966, Nikolaeva 2014, Salminen 1997, Salminen 1998"
neng1238,aust1307,Oceanic,Papunesia,167.964,-21.5305,FALSE,FALSE,FALSE,Tryon 1967
nepa1253,drav1251,NA,Eurasia,86.00255,26.72057,TRUE,FALSE,FALSE,"Gordon 1973, Yadava 2001"
nepa1254,indo1319,NA,Eurasia,85,28,TRUE,TRUE,FALSE,"Acharya 1991, Acharya 1990, Oja and Oja 2004, Matthews 1984, Rogers 1991 [1950], Genetti 1994, Supbunto 1975, Nakkeerar 2012, Baskaran 2012, Srivastava 2012, Riccardi 2003"
nese1235,aust1307,NA,Papunesia,167.222769,-15.952608,TRUE,FALSE,FALSE,"Crowley 2006, Takau 2016"
newa1246,sino1245,Mahakiranti,Eurasia,84.9577,27.2614,TRUE,FALSE,FALSE,"Hargreaves 2003, Hargreaves 2017, Hale and Shrestha 2006, Jørgensen 1941, Sthapit 1976, Malla 1985, Maskey, Hale and Sresthacharya 1971, Baskaran 2009"
nezp1238,saha1239,Sahaptian,North America,-116.408,46.3073,TRUE,FALSE,FALSE,"Crook 1999, Deal 2010, Aoki 1970, Aoki 1965, Rude 1985, Rude 1986"
ngaa1240,pama1250,Pama-Nyungan,Australia,127.602,-25.7514,FALSE,FALSE,FALSE,"Glass and Hackett 1970, Douglas 1964, Glass 1983, Douglas 1957"
ngab1239,chib1249,Guaymi,North America,-82.3911,8.8251,TRUE,FALSE,FALSE,Alphonse 1956
ngad1258,pama1250,Pama-Nyungan,Australia,124.46601,-32.02447,FALSE,FALSE,FALSE,Brandenstein 1980
ngad1261,aust1307,Central Malayo-Polynesian,Papunesia,120.976,-8.79508,TRUE,FALSE,FALSE,Djawanai 1983
ngal1292,gunw1250,Gunwinygic,Australia,133.936,-13.9783,FALSE,FALSE,FALSE,Cutfield 2011
ngal1293,gunw1250,Ngalakan,Australia,134.716,-14.4281,FALSE,TRUE,FALSE,"Baker 1999, Merlan 1983"
ngam1268,cent2225,Bongo-Bagirmi,Africa,15.414,8.57051,FALSE,FALSE,FALSE,"Ndjerareou, Melick and Moeller 2010, Thayer 1978, Thayer and Thayer 1971"
ngam1282,afro1255,NA,Africa,11.2108,12.0048,FALSE,FALSE,FALSE,Ibriszimow 2006
ngan1291,ural1272,Samoyedic,Eurasia,86.2106,73.1354,FALSE,FALSE,FALSE,"Helimski 1998, Wagner-Nagy 2019"
ngan1295,gunw1250,Ngandi,Australia,134.649,-12.8448,FALSE,TRUE,FALSE,Heath 1978
ngan1299,atla1278,NA,Africa,0.70509,10.2523,FALSE,FALSE,TRUE,Higdon 2001
ngar1235,pama1250,Pama-Nyungan,Australia,130.651,-15.4661,FALSE,FALSE,FALSE,"Meakins and Nordlinger 2014, Nordlinger 1990"
ngar1284,worr1236,Wororan,Australia,126.433,-16.4006,FALSE,TRUE,FALSE,"Coate and Oates 1970, Marie-Stephan (Stef) Spronck 2015, Rumsey 1978, Rumsey 1982"
ngar1287,pama1250,Pama-Nyungan,Australia,117.203,-20.9235,FALSE,FALSE,FALSE,"Kohn 2001, Kohn 2012"
ngar1288,pama1250,NA,Australia,129.0308,-21.0231,FALSE,FALSE,FALSE,"Ennever 2018, Honeyman 2005"
ngar1296,pama1250,NA,Australia,119.30579,-20.20748,TRUE,FALSE,FALSE,"Westerlund 2013, Westerlund 2007, Westerlund 2015"
ngas1240,afro1255,West Chadic,Africa,9.46146,9.32042,FALSE,FALSE,FALSE,"Burquest 1973, Foulkes 1915, Herrmann Jungraithmayr und Miroslava Holubová 2016, Ormsby 1913, 1913, 1914, 1914"
ngaz1238,atla1278,NA,Africa,43.36,-11.6129,FALSE,FALSE,TRUE,"Patin, Mohamed-Soyir and Kisseberth 2019"
ngba1285,atla1278,Gbaya-Manza-Ngbaka,Africa,18.994,2.98887,FALSE,FALSE,FALSE,Englund 1963
ngeq1245,aust1305,NA,Eurasia,106.877,15.6211,TRUE,FALSE,FALSE,Chia 2014
ngge1241,nucl1709,NA,Papunesia,139.011,-3.62735,FALSE,FALSE,FALSE,Etherington 2002
ngie1242,atla1278,NA,Africa,9.79389,5.93852,FALSE,FALSE,FALSE,Florence 1997
ngit1239,cent2225,Lendu,Africa,30.2242,1.30455,FALSE,FALSE,FALSE,Kutsch Lojenga 1994
ngiz1242,afro1255,West Chadic,Africa,11.0178,12.1051,FALSE,FALSE,FALSE,Schuh 1972
ngka1235,more1255,Morehead and Upper Maro Rivers,Papunesia,140.818,-8.87044,FALSE,FALSE,FALSE,Carroll 2017
ngoc1235,sino1245,NA,Eurasia,97.433333,25.35,TRUE,FALSE,FALSE,Nagakura 2006
ngom1272,atla1278,NA,Africa,10.237,5.63067,FALSE,FALSE,TRUE,Satre 2004
ngon1269,atla1278,Bantoid,Africa,37.4118,-11.7794,FALSE,FALSE,TRUE,"Elmslie 1891, Kröger 2015, Ngonyani 2003"
ngur1261,pama1250,Pama-Nyungan,Australia,143.216,-29.2411,FALSE,FALSE,FALSE,McDonald and Wurm 1979
ngwe1238,atla1278,NA,Africa,9.9028,5.49787,TRUE,FALSE,TRUE,Dunstan 1966
nhan1238,pama1250,Pama-Nyungan,Australia,114.2680442,-27.42523643,FALSE,FALSE,FALSE,Blevins 2001
nhen1239,tupi1275,NA,South America,-66.9646,1.04503,FALSE,FALSE,FALSE,"Moore, Facundes and Pires 1994, Hartt 1872"
nias1242,aust1307,Northwest Sumatra-Barrier Islands,Papunesia,97.4961,0.90691,TRUE,FALSE,FALSE,"Brown 2001, Brown 2005"
nica1252,indo1319,NA,North America,-83.7386,12.4402,FALSE,FALSE,FALSE,"Bartens 2013, Holm 1978"
niel1243,atla1278,Adamawa,Africa,17.81346,9.70362,FALSE,FALSE,FALSE,Vanderkooi 2000
nige1253,atla1278,Northern Atlantic,Africa,11.1188,10.9972,FALSE,FALSE,TRUE,"Arnott 1970, McIntosh 1984, Miyamoto 1989"
nige1257,indo1319,Creoles and Pidgins,Africa,4.21068,9.65873,FALSE,FALSE,FALSE,"Faraclas 1989, Faraclas 1996, Faraclas 2013, Faraclas 2004, Walker-Nthenda 1980"
niii1240,nucl1709,NA,Papunesia,144.518,-5.763,FALSE,FALSE,FALSE,Stucky and Stucky 1970
nila1242,atla1278,NA,Africa,34.3068,-4.50002,FALSE,FALSE,TRUE,Johnson 1923-1926
nina1238,yano1268,Yanomam,South America,-62.7801,4.03894,TRUE,FALSE,FALSE,Goodwin Gómez 1990
nise1244,maid1262,Maiduan,North America,-120.393,38.047,FALSE,FALSE,FALSE,Eatough 1999
nisg1240,tsim1258,Tsimshianic,North America,-129.192,55.199,FALSE,FALSE,FALSE,Tarpent 1989
niua1240,aust1307,Oceanic,Papunesia,-175.64,-15.6014,FALSE,FALSE,FALSE,"Early 2002, Tsukamoto 1988"
niue1239,aust1307,Oceanic,Papunesia,-169.86,-19.06,FALSE,FALSE,FALSE,"Tregear and Smith 1907, Seiter 1979, Whittaker 1982"
njan1240,atla1278,NA,Africa,11.51,6.41,FALSE,FALSE,FALSE,Robson 2011
njeb1242,atla1278,NA,Africa,12.7063,-2.18115,FALSE,FALSE,TRUE,Guthrie 1968
